Marca temporal,¿Cuál suele ser la razón principal y más frecuente por la que no logras cumplir con el horario planificado de tu semana?,"Considerando las herramientas de organización que has probado y abandonado en el pasado (como Notion o agendas físicas), ¿cuál fue el factor decisivo para dejar de usarlas?","Cuando te sientes abrumado por la sobrecarga académica y no sabes por dónde empezar, ¿qué acción real te ayuda a salir del bloqueo y ponerte a trabajar?","Ante un cambio drástico de planes (ej. un profesor adelanta un examen o te enfermas), ¿cuál es tu reacción inmediata respecto a tu organización?","Para que una nueva aplicación de productividad se convierta en un hábito diario y no la abandones a la semana, ¿qué sensación indispensable debe generarte al terminar el día?","Si tuvieras la opción de sincronizar tu organización de estudio con un grupo pequeño de compañeros de tu misma facultad, ¿cuál sería el motivo principal para hacerlo?"
1/6/2026 19:44:48,Subestimo el tiempo que me tomará cada tarea y termino saturado.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.","Cambiar de entorno físico (ir a la biblioteca, a una cafetería o aislarme).",Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:45:52,Subestimo el tiempo que me tomará cada tarea y termino saturado.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:02,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,La presión social o estudiar en grupo con compañeros de la universidad.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:53:03,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,"No lo haría, prefiero que mi organización académica sea estrictamente privada e individual."
1/6/2026 19:53:06,Interrupciones externas y emergencias que desordenan todo mi día.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:08,Interrupciones externas y emergencias que desordenan todo mi día.,Eran demasiado complejas y tenían funciones que no necesitaba para la universidad.,"Cambiar de entorno físico (ir a la biblioteca, a una cafetería o aislarme).",Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:53:10,Interrupciones externas y emergencias que desordenan todo mi día.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:12,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Eran demasiado complejas y tenían funciones que no necesitaba para la universidad.,El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Alivio visual: ver mi lista de tareas vacía o mi calendario completamente tachado.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:14,Subestimo el tiempo que me tomará cada tarea y termino saturado.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:16,Interrupciones externas y emergencias que desordenan todo mi día.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,"Cambiar de entorno físico (ir a la biblioteca, a una cafetería o aislarme).",Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:18,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.","Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,Le pregunto a mis compañeros qué es lo más importante que debo estudiar para no perder el tiempo.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:20,Interrupciones externas y emergencias que desordenan todo mi día.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.","Cambiar de entorno físico (ir a la biblioteca, a una cafetería o aislarme).","Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:53:22,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:53:24,Interrupciones externas y emergencias que desordenan todo mi día.,Eran demasiado complejas y tenían funciones que no necesitaba para la universidad.,El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:26,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:28,Interrupciones externas y emergencias que desordenan todo mi día.,Olvidaba revisar la aplicación constantemente; no formaba parte de mi rutina.,Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:53:30,Perfeccionismo: me quedo atascado en una sola tarea para hacerla perfecta y abandono el resto.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,Le pregunto a mis compañeros qué es lo más importante que debo estudiar para no perder el tiempo.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,"No lo haría, prefiero que mi organización académica sea estrictamente privada e individual."
1/6/2026 19:53:33,Interrupciones externas y emergencias que desordenan todo mi día.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:53:34,Subestimo el tiempo que me tomará cada tarea y termino saturado.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,Le pregunto a mis compañeros qué es lo más importante que debo estudiar para no perder el tiempo.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:36,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Alivio visual: ver mi lista de tareas vacía o mi calendario completamente tachado.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:38,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,La presión social o estudiar en grupo con compañeros de la universidad.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:53:40,Subestimo el tiempo que me tomará cada tarea y termino saturado.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:42,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Olvidaba revisar la aplicación constantemente; no formaba parte de mi rutina.,El estrés y la presión de que la fecha límite es inminente.,Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:53:44,Interrupciones externas y emergencias que desordenan todo mi día.,Olvidaba revisar la aplicación constantemente; no formaba parte de mi rutina.,Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Alivio visual: ver mi lista de tareas vacía o mi calendario completamente tachado.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:46,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.",Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Recompensa: sentir que he ganado horas de tiempo libre sin culpa de no estar estudiando.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:53:48,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,La presión social o estudiar en grupo con compañeros de la universidad.,Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:50,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.",Requerían demasiado mantenimiento diario o ingreso manual de datos.,"Cambiar de entorno físico (ir a la biblioteca, a una cafetería o aislarme).",Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:52,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Alivio visual: ver mi lista de tareas vacía o mi calendario completamente tachado.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:54,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.",Requerían demasiado mantenimiento diario o ingreso manual de datos.,Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:53:56,Perfeccionismo: me quedo atascado en una sola tarea para hacerla perfecta y abandono el resto.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:53:58,Interrupciones externas y emergencias que desordenan todo mi día.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,"No lo haría, prefiero que mi organización académica sea estrictamente privada e individual."
1/6/2026 19:54:00,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.",Eran demasiado complejas y tenían funciones que no necesitaba para la universidad.,El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:03,Perfeccionismo: me quedo atascado en una sola tarea para hacerla perfecta y abandono el resto.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:54:04,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.",Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:54:06,Interrupciones externas y emergencias que desordenan todo mi día.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.","Cambiar de entorno físico (ir a la biblioteca, a una cafetería o aislarme).",Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:09,Perfeccionismo: me quedo atascado en una sola tarea para hacerla perfecta y abandono el resto.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,La presión social o estudiar en grupo con compañeros de la universidad.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:11,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:54:12,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.","Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:54:14,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Olvidaba revisar la aplicación constantemente; no formaba parte de mi rutina.,"Cambiar de entorno físico (ir a la biblioteca, a una cafetería o aislarme).",Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para comparar en qué temas están invirtiendo más tiempo mis compañeros y ajustar mis prioridades.
1/6/2026 19:54:16,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.",Requerían demasiado mantenimiento diario o ingreso manual de datos.,La presión social o estudiar en grupo con compañeros de la universidad.,Solo me enfoco en la tarea con mayor peso para la nota final y acepto que no cumpliré con el resto.,Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:54:19,Subestimo el tiempo que me tomará cada tarea y termino saturado.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",La presión social o estudiar en grupo con compañeros de la universidad.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:54:21,Subestimo el tiempo que me tomará cada tarea y termino saturado.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Recompensa: sentir que he ganado horas de tiempo libre sin culpa de no estar estudiando.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:22,Interrupciones externas y emergencias que desordenan todo mi día.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Control: una estadística clara de que mi esfuerzo de hoy asegura mi aprobación en los cursos difíciles.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:54:24,Subestimo el tiempo que me tomará cada tarea y termino saturado.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Alivio visual: ver mi lista de tareas vacía o mi calendario completamente tachado.,"No lo haría, prefiero que mi organización académica sea estrictamente privada e individual."
1/6/2026 19:54:26,Interrupciones externas y emergencias que desordenan todo mi día.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:28,Interrupciones externas y emergencias que desordenan todo mi día.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:54:30,Perfeccionismo: me quedo atascado en una sola tarea para hacerla perfecta y abandono el resto.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Alivio visual: ver mi lista de tareas vacía o mi calendario completamente tachado.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 19:54:33,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:35,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,La presión social o estudiar en grupo con compañeros de la universidad.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:37,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Eran demasiado complejas y tenían funciones que no necesitaba para la universidad.,El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:39,Interrupciones externas y emergencias que desordenan todo mi día.,Olvidaba revisar la aplicación constantemente; no formaba parte de mi rutina.,La presión social o estudiar en grupo con compañeros de la universidad.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,"No lo haría, prefiero que mi organización académica sea estrictamente privada e individual."
1/6/2026 19:54:41,Interrupciones externas y emergencias que desordenan todo mi día.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.",Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:43,Interrupciones externas y emergencias que desordenan todo mi día.,"Cuando mi horario se descontrolaba por un imprevisto, me causaba ansiedad ver tantas tareas atrasadas.","Cambiar de entorno físico (ir a la biblioteca, a una cafetería o aislarme).",Me tomo el tiempo necesario (aunque me frustre) para reprogramar cada actividad afectada manualmente.,Recompensa: sentir que he ganado horas de tiempo libre sin culpa de no estar estudiando.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 19:54:45,"Falta de energía o motivación en el momento de estudiar, a pesar de tener el tiempo libre.",Requerían demasiado mantenimiento diario o ingreso manual de datos.,El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.
1/6/2026 20:02:50,Perfeccionismo: me quedo atascado en una sola tarea para hacerla perfecta y abandono el resto.,Requerían demasiado mantenimiento diario o ingreso manual de datos.,Dividir manualmente la tarea más grande en pasos extremadamente pequeños para no sentir temor.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Recompensa: sentir que he ganado horas de tiempo libre sin culpa de no estar estudiando.,Para dividirnos las lecturas/trabajos y optimizar el tiempo de todos.
1/6/2026 20:23:10,Subestimo el tiempo que me tomará cada tarea y termino saturado.,Olvidaba revisar la aplicación constantemente; no formaba parte de mi rutina.,El estrés y la presión de que la fecha límite es inminente.,"Abandono por completo mi planificador esa semana y apago ""incendios"" según lo más urgente.",Tranquilidad mental: saber exactamente qué me toca hacer mañana sin tener que pensarlo.,Para sentir presión positiva de grupo al ver que ellos ya están estudiando y yo no.